,title,content,text
582,맛있음,초콜릿 스무스 잘섞이고 맛있네요,맛있음초콜릿 스무스 잘섞이고 맛있네요
583,처음으로 대용량으로 구매해봤습니다,"맨날 1kg 2.5kg 만 구매하다 처음으로 5kg구매했는데 이제 매번 5kg로 구매할거같습니다
    다른브랜드랑 비교하면 비린맛도 아예없고 맛있습니다 가끔 식사못할때는 우유에 먹기도하는데
    우유에 먹으면 너무 맛있어서 살찔까 걱정될정도","처음으로 대용량으로 구매해봤습니다맨날 1kg 2.5kg 만 구매하다 처음으로 5kg구매했는데 이제 매번 5kg로 구매할거같습니다
    다른브랜드랑 비교하면 비린맛도 아예없고 맛있습니다 가끔 식사못할때는 우유에 먹기도하는데
    우유에 먹으면 너무 맛있어서 살찔까 걱정될정도"
584,적극추천,다른브랜드에서 초코맛 많이 먹어봐서 딸기맛으로 주문했는데 너무 맛나요. 적극 추천드립니다. 진짜 시중에파는 딸기우유랑 같아요.,적극추천다른브랜드에서 초코맛 많이 먹어봐서 딸기맛으로 주문했는데 너무 맛나요. 적극 추천드립니다. 진짜 시중에파는 딸기우유랑 같아요.
585,가성비 최고,맛도 괜찮고 영양성분이 비싼 프로틴에 못지않게 훌륭합니다.,가성비 최고맛도 괜찮고 영양성분이 비싼 프로틴에 못지않게 훌륭합니다.
586,너무 좋아요,자번에 5키로 시키고 또 시키는 거지만 맛 하느는 정말 맛있고 물에 도 잘 풀리고 특히 가격이 너무 싸다는 것이 장점 인 것 같습니다,너무 좋아요자번에 5키로 시키고 또 시키는 거지만 맛 하느는 정말 맛있고 물에 도 잘 풀리고 특히 가격이 너무 싸다는 것이 장점 인 것 같습니다
587,마이프로틴에서의 첫 구매!,"일단 용량대비 가성비가 죽여줍니다.
    그리고 제가 다들 좋아하는 맛을 선택했던지라 역시나 그냥 물에 태워먹어도 맛있고 물이 조금 밋밋하다면 거기에 꿀몇방울 떨어뜨려 먹으니깐 또 신세계더군요.

    맛과 가격 모두 잡은 마이프로틴의 상품은 구매해도 절대로 후회없을거라 생각합니다.
    ^^","마이프로틴에서의 첫 구매!일단 용량대비 가성비가 죽여줍니다.
    그리고 제가 다들 좋아하는 맛을 선택했던지라 역시나 그냥 물에 태워먹어도 맛있고 물이 조금 밋밋하다면 거기에 꿀몇방울 떨어뜨려 먹으니깐 또 신세계더군요.

    맛과 가격 모두 잡은 마이프로틴의 상품은 구매해도 절대로 후회없을거라 생각합니다.
    ^^"
588,스트로베리 크림맛  너무 달아요,스트로베리 크림맛  너무 달아요,스트로베리 크림맛  너무 달아요스트로베리 크림맛  너무 달아요
589,복숭아티,복숭아티 맛이 많이 느껴지는데 좀 달아여,복숭아티복숭아티 맛이 많이 느껴지는데 좀 달아여
590,100%프로틴,"단거 싫어하시는분 적극추천~
    질리지가 않아요!
    근육은 늘리고 체지방은줄이고 열심히 운동중입다! 여자이고 다이어트 때문에 열심히 먹고 있어여~","100%프로틴단거 싫어하시는분 적극추천~
    질리지가 않아요!
    근육은 늘리고 체지방은줄이고 열심히 운동중입다! 여자이고 다이어트 때문에 열심히 먹고 있어여~"
591,처음 시키는거면 입문은 스트로베리로 하세요,물에 타먹는데 물에타먹어도 딸기맛으로 맛잇게 먹을수있음 최소본전인 맛 입문은 스트로베리로!,처음 시키는거면 입문은 스트로베리로 하세요물에 타먹는데 물에타먹어도 딸기맛으로 맛잇게 먹을수있음 최소본전인 맛 입문은 스트로베리로!
592,맛있다,맛도 맛이지만 신타식스를 먹다가 이걸로 넘어오니 칼로리가 부담이 없어서 참 좋다,맛있다맛도 맛이지만 신타식스를 먹다가 이걸로 넘어오니 칼로리가 부담이 없어서 참 좋다
593,짱짱,가성비도 좋고 맛도 모두 만족합니다,짱짱가성비도 좋고 맛도 모두 만족합니다
594,최고의 가성비,"다양한  맛과 최고의  가성비
    한달에 한번쯤 하는 세일기간에 구입하면 배송기간이 조금 길어지는 단점
    노세일에 구매하면 5%정도 비싸게 구입하나 빠른 배송
    여러 샘플들 드시고 입맛에 맛는 제품 대용량으로 구매 하시는게 이득입니다","최고의 가성비다양한  맛과 최고의  가성비
    한달에 한번쯤 하는 세일기간에 구입하면 배송기간이 조금 길어지는 단점
    노세일에 구매하면 5%정도 비싸게 구입하나 빠른 배송
    여러 샘플들 드시고 입맛에 맛는 제품 대용량으로 구매 하시는게 이득입니다"
595,맛 가성비 굿,맛 가성비 좋아요 굿,맛 가성비 굿맛 가성비 좋아요 굿
596,임팩트웨이 프로틴 초콜릿민트,마이프로틴 임팩트웨이 프로틴 스테이비아 민트초고 넘 맛있어용,임팩트웨이 프로틴 초콜릿민트마이프로틴 임팩트웨이 프로틴 스테이비아 민트초고 넘 맛있어용
597,강력추천2,맛도 너무 맛있고 흡수도 잘 되네요 강추 ㄱㄱㄱㄱ,강력추천2맛도 너무 맛있고 흡수도 잘 되네요 강추 ㄱㄱㄱㄱ
598,맛이 좋습니다,맛이 좋고 양도 많고 가격도 좋고 최고입니다.,맛이 좋습니다맛이 좋고 양도 많고 가격도 좋고 최고입니다.
599,마프 프로틴 블루베리 치즈케이크맛.....,"일단 주변 시식평이나 리뷰보면 맛이 없다고 하시는데 나름 먹을만합니다
    이게 맛이 좀 강해서 여운이 남는다고 해야되나? 하여튼 한번쯤은 먹어볼만은 한데
     개인적으로는 1kg이상 사셔서 먹는건 좀 비추드립니다.","마프 프로틴 블루베리 치즈케이크맛.....일단 주변 시식평이나 리뷰보면 맛이 없다고 하시는데 나름 먹을만합니다
    이게 맛이 좀 강해서 여운이 남는다고 해야되나? 하여튼 한번쯤은 먹어볼만은 한데
     개인적으로는 1kg이상 사셔서 먹는건 좀 비추드립니다."
600,맛도 있고 가격도 좋고 좋네요.,"맛, 가격 굿굿","맛도 있고 가격도 좋고 좋네요.맛, 가격 굿굿"
601,아주 가성비+가심비 끝판왕,"가격 대비 성분도 좋고, 맛도 좋아서 너무 좋아요. 디저트 재료로 활용하기도 좋아요","아주 가성비+가심비 끝판왕가격 대비 성분도 좋고, 맛도 좋아서 너무 좋아요. 디저트 재료로 활용하기도 좋아요"
602,맛있음,조금 비리긴한데 먹기좋음,맛있음조금 비리긴한데 먹기좋음
603,가성비최고,"매번 구매하는 제품인데
    가성비 최고고 맛도 좋고 
    프로틴바 만들 때 넣어 먹었는데
    정말 맛있어요!!","가성비최고매번 구매하는 제품인데
    가성비 최고고 맛도 좋고 
    프로틴바 만들 때 넣어 먹었는데
    정말 맛있어요!!"
604,good,very good,goodvery good
605,추천입니다!!!,초코맛 딸기맛 다 먹어봤지만 가장 질리지않고 잘 먹을 수 있는 맛인거 같습니다!!,추천입니다!!!초코맛 딸기맛 다 먹어봤지만 가장 질리지않고 잘 먹을 수 있는 맛인거 같습니다!!
606,마이프로틴은 어디에 믹스해도 맛있어요,"맛은 확실하게 보장합니다.
    효능이야 말할것도 없고 먹어보면 살찔까 걱정될 정도로 맛 좋아요 너무 많이 먹을까 걱정됩니다.","마이프로틴은 어디에 믹스해도 맛있어요맛은 확실하게 보장합니다.
    효능이야 말할것도 없고 먹어보면 살찔까 걱정될 정도로 맛 좋아요 너무 많이 먹을까 걱정됩니다."
607,매우 훌륭,"가성비가 매우 훌륭함
    맛도 이정도면 훌륭
    안먹을이유가없음","매우 훌륭가성비가 매우 훌륭함
    맛도 이정도면 훌륭
    안먹을이유가없음"
608,맛있습니다.,"생각보다 맛있고, 밀크티 맛이 납니다.
    흡사.. 편의점에서 파는 데자와 같은 맛이나요!
    밀크디 연한 맛! 좋아하시는 분들은 구매하세요~","맛있습니다.생각보다 맛있고, 밀크티 맛이 납니다.
    흡사.. 편의점에서 파는 데자와 같은 맛이나요!
    밀크디 연한 맛! 좋아하시는 분들은 구매하세요~"
609,브라우니맛,"딱 ㅊㅊ한초코칩쿠키맛이네요 ㅎㅎ
    먹을만 해요","브라우니맛딱 ㅊㅊ한초코칩쿠키맛이네요 ㅎㅎ
    먹을만 해요"
610,무맛 괜찮네요.ㅎㅎ,"마이프로틴 제품은 처음 먹어봅니다. 대란에 힘입어 무맛 구입했습니다.

    리뷰들을 찾아봤을때 밍밍한 우유? 분유 비슷한 맛이 난다는 글을 봤는데

    집에 아기가 있어 분유맛을 아는데 확실히 비린맛이 제거된 분유맛인것 같습니다.

    근데 어떤 회사, 어떤 종류의 보충제를 먹든 보충제 특유의 맛은 있는것 같네요.

    대란때 구입하시면 상당히 저렴한 가격에 먹을 수 있습니다. 추천.","무맛 괜찮네요.ㅎㅎ마이프로틴 제품은 처음 먹어봅니다. 대란에 힘입어 무맛 구입했습니다.

    리뷰들을 찾아봤을때 밍밍한 우유? 분유 비슷한 맛이 난다는 글을 봤는데

    집에 아기가 있어 분유맛을 아는데 확실히 비린맛이 제거된 분유맛인것 같습니다.

    근데 어떤 회사, 어떤 종류의 보충제를 먹든 보충제 특유의 맛은 있는것 같네요.

    대란때 구입하시면 상당히 저렴한 가격에 먹을 수 있습니다. 추천."
611,나만 알고싶은 맛,"시나몬애 호인사람에게 무조건 추천!! 시나몬대니쉬+코코요거트(아무 그릭무당요거트오케이)+시나몬파우더살짝
    깜놀할꺼에요 ㅎㅎㅎㅎ 전 이렇게만 먹어서 우유나 아브에 타먹는맛은 몰라요 근데 왠지 물에는 안될것같쥬?ㅎㅎ","나만 알고싶은 맛시나몬애 호인사람에게 무조건 추천!! 시나몬대니쉬+코코요거트(아무 그릭무당요거트오케이)+시나몬파우더살짝
    깜놀할꺼에요 ㅎㅎㅎㅎ 전 이렇게만 먹어서 우유나 아브에 타먹는맛은 몰라요 근데 왠지 물에는 안될것같쥬?ㅎㅎ"
612,말차라떼의 존엄,질리지도 않고 맛있는 말차라떼 나만 먹을거야 아무도 주문하지마세요,말차라떼의 존엄질리지도 않고 맛있는 말차라떼 나만 먹을거야 아무도 주문하지마세요
613,맛있음,가성비 맛 굿,맛있음가성비 맛 굿
614,가성비 좋습니다.,마이프로틴이 영양분좋고 가성비뛰어나다고 많이들어서 훗카이도 밀크 1KG + 스트로베리크림 5KG 시켜서먹어봤어요 훗카이도 밀크는 분유맛나면서 달달하니 맛있네요 자판기우유 차갑게먹는맛? 스트로베리크림은 아직못먹어봤는데 제일무난하다고들어서 딸기우유맛 예상합니다.,가성비 좋습니다.마이프로틴이 영양분좋고 가성비뛰어나다고 많이들어서 훗카이도 밀크 1KG + 스트로베리크림 5KG 시켜서먹어봤어요 훗카이도 밀크는 분유맛나면서 달달하니 맛있네요 자판기우유 차갑게먹는맛? 스트로베리크림은 아직못먹어봤는데 제일무난하다고들어서 딸기우유맛 예상합니다.
615,좋네요,타제품들에 비해 비리지 않고 깔끔함,좋네요타제품들에 비해 비리지 않고 깔끔함
616,달콤한 팥맛 추천한 리뷰어 누구냐,개노맛인데? 와우 맛있다 그래서 팥빙수 녹은 맛일까 하면서 우유에 타서 한입 맛보고 충격 받아서 바로 버리고 물에 다시 타서 맛봤는데 더맛없음ㅋㅋㅋㅋㄱㅋ 250 두봉지나 샀는데 어쩌냐ㅠㅠㅜㅠㅠㅠㅜ 1점 너무 박한가 하면서 한입 더 맛봤는데 1점도 아깝다 딴맛 사드세요 제발,달콤한 팥맛 추천한 리뷰어 누구냐개노맛인데? 와우 맛있다 그래서 팥빙수 녹은 맛일까 하면서 우유에 타서 한입 맛보고 충격 받아서 바로 버리고 물에 다시 타서 맛봤는데 더맛없음ㅋㅋㅋㅋㄱㅋ 250 두봉지나 샀는데 어쩌냐ㅠㅠㅜㅠㅠㅠㅜ 1점 너무 박한가 하면서 한입 더 맛봤는데 1점도 아깝다 딴맛 사드세요 제발
617,넘좋은임팩트웨이프로틴 만족합니다,"타사제품을먹다가 두번구매해서먹엇는데
    맛과품질에서만족합니다.","넘좋은임팩트웨이프로틴 만족합니다타사제품을먹다가 두번구매해서먹엇는데
    맛과품질에서만족합니다."
618,지금 까지 먹어본 맛!,"(저는 무조건 우유 150 ~ 200ml 에만 타먹습니다.)
    - 스트로베리크림 > 약간 걸죽한 딸기 우유 그자체 그냥 맛있음. ㅋㅋ 이건 크게 호불호 갈릴 맛은 아닌데 꽤 금방 질릴 듯.
    - 모카 > 아무도 모카에 대한 리뷰가 없어서 반신반의하고 시켰는데.. 몇가지 맛 안먹어봤지만 저는 현재 이게 최고!. 물에는 안타먹어봐서 모르겠는데 우유에는 서울우유 커피맛은 아니고 다른 편의점 커피우유맛?
    - US Chocolate Peanut Butter   > 땅콩버터잼에 미국 대형마트 식품코너 섞은 맛남. 그냥 저냥 먹을 순 있는데.. 버리긴 아깝고 빨리 먹어 치워버리고 싶은 맛.  누가 반값에 산다고하면 ' 허이구 감사합니다' 하며 팔아버리고 다른 제품 사먹고 싶은 그런 맛.","지금 까지 먹어본 맛!(저는 무조건 우유 150 ~ 200ml 에만 타먹습니다.)
    - 스트로베리크림 > 약간 걸죽한 딸기 우유 그자체 그냥 맛있음. ㅋㅋ 이건 크게 호불호 갈릴 맛은 아닌데 꽤 금방 질릴 듯.
    - 모카 > 아무도 모카에 대한 리뷰가 없어서 반신반의하고 시켰는데.. 몇가지 맛 안먹어봤지만 저는 현재 이게 최고!. 물에는 안타먹어봐서 모르겠는데 우유에는 서울우유 커피맛은 아니고 다른 편의점 커피우유맛?
    - US Chocolate Peanut Butter   > 땅콩버터잼에 미국 대형마트 식품코너 섞은 맛남. 그냥 저냥 먹을 순 있는데.. 버리긴 아깝고 빨리 먹어 치워버리고 싶은 맛.  누가 반값에 산다고하면 ' 허이구 감사합니다' 하며 팔아버리고 다른 제품 사먹고 싶은 그런 맛."
619,뭐야 무맛 존맛인데???,사람들 무맛 맛없다 토할뻔 했다 못 먹겠다 이러길래...그래도 근본이 최고지...하고 시켜서 먹어봤는데 은은한 우유맛나니 개꿀맛인거임... 뭐야... 다들 무맛 먹으려고 구라친거 아님??? 개꿀..,뭐야 무맛 존맛인데???사람들 무맛 맛없다 토할뻔 했다 못 먹겠다 이러길래...그래도 근본이 최고지...하고 시켜서 먹어봤는데 은은한 우유맛나니 개꿀맛인거임... 뭐야... 다들 무맛 먹으려고 구라친거 아님??? 개꿀..
620,밥도둑,일단 맛은 쿠크다스 커피맛 딱 그맛이네요 달달하이 맛있습니다,밥도둑일단 맛은 쿠크다스 커피맛 딱 그맛이네요 달달하이 맛있습니다
621,존맛탱,"스트로베리 크림 샀는데
    진짜 존맛탱입니다. 
    물에만 먹어봤는데 비린맛 없고 우유에
    타 먹으면 진짜 꿀맛일듯용","존맛탱스트로베리 크림 샀는데
    진짜 존맛탱입니다. 
    물에만 먹어봤는데 비린맛 없고 우유에
    타 먹으면 진짜 꿀맛일듯용"
622,맛있습니다.,맛있습니다 얍얍,맛있습니다.맛있습니다 얍얍
623,한번 마시기 시작하면 출구가 안보입니다...,코로나 땜에 집에서 운동하는데 후에 들이켜주면 꿀맛입니다...처음에 스트로베리 크림으로 시작해서 내추럴 초콜릿으로 마시다 최근엔 초콜릿 스무스로 마셨는데 개인적으로는 살짝 별로인 맛이라 그런지 다시 내추럴로 또 샀습니다. 가성비는 끝내주더라구요.,한번 마시기 시작하면 출구가 안보입니다...코로나 땜에 집에서 운동하는데 후에 들이켜주면 꿀맛입니다...처음에 스트로베리 크림으로 시작해서 내추럴 초콜릿으로 마시다 최근엔 초콜릿 스무스로 마셨는데 개인적으로는 살짝 별로인 맛이라 그런지 다시 내추럴로 또 샀습니다. 가성비는 끝내주더라구요.
624,3가지 맛에 대해 리뷰합니다.,"가장 처음 산 것은 마차라떼인데요. 풀림도 좋고 우유에 먹으면 정말 녹차라떼와 흡사할만큼 맛있습니다.
    두번째 초콜렛 스무스! 무난해요. 제가 생각한 초코우유와는 조금 다르지만 먹기 좋습니다.
    사은품으로 받은 호지차라떼! 제 기호에는 별로 맞지않고 풀림도 별로에요. 덩어리가 조금씩 생기네요.
    다음에 다른 맛 먹어보고 또 리뷰올릴게요~","3가지 맛에 대해 리뷰합니다.가장 처음 산 것은 마차라떼인데요. 풀림도 좋고 우유에 먹으면 정말 녹차라떼와 흡사할만큼 맛있습니다.
    두번째 초콜렛 스무스! 무난해요. 제가 생각한 초코우유와는 조금 다르지만 먹기 좋습니다.
    사은품으로 받은 호지차라떼! 제 기호에는 별로 맞지않고 풀림도 별로에요. 덩어리가 조금씩 생기네요.
    다음에 다른 맛 먹어보고 또 리뷰올릴게요~"
625,맛도 좋습니다,"저는 다른제품은 소화 잘안됐는데
    이 제품은 소화가 잘되더라구요","맛도 좋습니다저는 다른제품은 소화 잘안됐는데
    이 제품은 소화가 잘되더라구요"
626,웨이 프로틴 말차라떼,이야 말차라떼 맛을 추천 받아서 5kg 구매하였는데 1달만에 반정도 먹었고 맛은 카페 녹차라떼 뺨치네요 달달함은 덜해서 전 아주좋았어요 ㅎ,웨이 프로틴 말차라떼이야 말차라떼 맛을 추천 받아서 5kg 구매하였는데 1달만에 반정도 먹었고 맛은 카페 녹차라떼 뺨치네요 달달함은 덜해서 전 아주좋았어요 ㅎ
627,마이프로틴의 기본적인 프로틴 임팩트 웨이 후기,"여러 맛을 먹어보았지만 이번에 시킨 훗카이도 밀크보다 괜찮은 맛은 임팩트 웨이 내에서
    없었습니다.
    딱 옛날 자판기에서 뽑아먹던 '우유'의 맛이 납니다. 우유랑 같이 먹어본 적은 없으나 굳이 그래야 할까?
    생각이 들 정도로 우유의 맛이 강합니다.
    기초적인 프로틴 맛 - 초코나 딸기 바나나등에 질려있던 분들이면 한번쯤 드셔보기를 권합니다.","마이프로틴의 기본적인 프로틴 임팩트 웨이 후기여러 맛을 먹어보았지만 이번에 시킨 훗카이도 밀크보다 괜찮은 맛은 임팩트 웨이 내에서
    없었습니다.
    딱 옛날 자판기에서 뽑아먹던 '우유'의 맛이 납니다. 우유랑 같이 먹어본 적은 없으나 굳이 그래야 할까?
    생각이 들 정도로 우유의 맛이 강합니다.
    기초적인 프로틴 맛 - 초코나 딸기 바나나등에 질려있던 분들이면 한번쯤 드셔보기를 권합니다."
628,제 기준,"🌟🌟🌟🌟🌟
    1. 스트로베리 크림 
    2. 블루베리 앤 라즈베리(스테비아)
    3. 골든시럽

     🌟🌟🌟🌟
    1. 쿠키앤크림
    2.팥  
    3.블루베리 치즈 케이크

    🌟🌟🌟
    1.밀크티 

    🌟🌟
    1. 초콜릿 카라멜 

    🌟
    1. 바나나(스테비아)
    2.복숭아 앤 살구 

    개인적으로 초코 싫어하고 
    맛이랑 잘섞이는지 안섞이는지 기준으로 나누고있고
    1점짜리는 진짜 싫어하는 프로틴 비린맛나는건 1점으로했습니다","제 기준🌟🌟🌟🌟🌟
    1. 스트로베리 크림 
    2. 블루베리 앤 라즈베리(스테비아)
    3. 골든시럽

     🌟🌟🌟🌟
    1. 쿠키앤크림
    2.팥  
    3.블루베리 치즈 케이크

    🌟🌟🌟
    1.밀크티 

    🌟🌟
    1. 초콜릿 카라멜 

    🌟
    1. 바나나(스테비아)
    2.복숭아 앤 살구 

    개인적으로 초코 싫어하고 
    맛이랑 잘섞이는지 안섞이는지 기준으로 나누고있고
    1점짜리는 진짜 싫어하는 프로틴 비린맛나는건 1점으로했습니다"
629,가격도 맛도 괜찮네요,"최근 구매해서 먹어본게 말차, 훗카이도밀크, 스테비아 블루베리, 쵸코스무스인데
    블루베리는 너무 안풀리게 좀 아쉽고
    밀크는 너무 달아서 조금만 단맛을 줄여주셨으면 
    말차는 조금만 더 달게 해주셨스면 좋겠습니다","가격도 맛도 괜찮네요최근 구매해서 먹어본게 말차, 훗카이도밀크, 스테비아 블루베리, 쵸코스무스인데
    블루베리는 너무 안풀리게 좀 아쉽고
    밀크는 너무 달아서 조금만 단맛을 줄여주셨으면 
    말차는 조금만 더 달게 해주셨스면 좋겠습니다"
630,좋아요,늘 믿고  구매합니다!!  가성비 최고죠!!   맛도  좋고^^,좋아요늘 믿고  구매합니다!!  가성비 최고죠!!   맛도  좋고^^
631,갓성비,싼맛이죠 역시? 맛도 사실그닥 나쁘지 않습니다. 다른 프로틴 제품이랑 효과는 비슷하지만 더싸니까 믿고 구매! 대신 많은 맛들 사이에 별로인 맛들도 많습니다... 예: 바나나맛...,갓성비싼맛이죠 역시? 맛도 사실그닥 나쁘지 않습니다. 다른 프로틴 제품이랑 효과는 비슷하지만 더싸니까 믿고 구매! 대신 많은 맛들 사이에 별로인 맛들도 많습니다... 예: 바나나맛...
632,맛있어요,"몇가지 먹어봤는데 참고로 저는 까다롭지 않은 입맛입니다. 아이스라떼, 쿠키앤크림, 민트초코 맛있습이다. 복숭아아이스티는 마이쮸맛 나요,바나나맛은 색때문에 강황가루 들어가서 조금 이상하지만 전 괜찮습니다.","맛있어요몇가지 먹어봤는데 참고로 저는 까다롭지 않은 입맛입니다. 아이스라떼, 쿠키앤크림, 민트초코 맛있습이다. 복숭아아이스티는 마이쮸맛 나요,바나나맛은 색때문에 강황가루 들어가서 조금 이상하지만 전 괜찮습니다."
633,달달하니 맛있습니다.,"이 제품 오래드실 분들껜 비추이긴한데, 초코처럼 막 물리는 느낌은 아니라 설레임에 물 탄 맛인데 기대했던 맛보단 맛있습니다.
    달달한게 맛있으니 조금 드셔보시고 구매하시는게 좋으실거같습니다.","달달하니 맛있습니다.이 제품 오래드실 분들껜 비추이긴한데, 초코처럼 막 물리는 느낌은 아니라 설레임에 물 탄 맛인데 기대했던 맛보단 맛있습니다.
    달달한게 맛있으니 조금 드셔보시고 구매하시는게 좋으실거같습니다."
634,굿,유명해서 스트로베리 크림 맛 주문했습니다. 질리지 않고 먹을 수 있을 것 같은 맛이지만. 뭔가 맛에서 2%부족한 느낌입니다. 다양한 맛이 있길래 다른 맛도 주문해볼 예정입니다. 아쉽지만 그런데로 만족입니다.,굿유명해서 스트로베리 크림 맛 주문했습니다. 질리지 않고 먹을 수 있을 것 같은 맛이지만. 뭔가 맛에서 2%부족한 느낌입니다. 다양한 맛이 있길래 다른 맛도 주문해볼 예정입니다. 아쉽지만 그런데로 만족입니다.
635,맛있지만 인위적인,"커피맛도 나고 카라멜 맛도 나서 카라멜 마끼야또맛 같은데 많이 달고 인위적인 맛이 나요
    비유하자면 싼 캔커피맛정도?
    25g당 19g 정도로 단백질은 보통이에요","맛있지만 인위적인커피맛도 나고 카라멜 맛도 나서 카라멜 마끼야또맛 같은데 많이 달고 인위적인 맛이 나요
    비유하자면 싼 캔커피맛정도?
    25g당 19g 정도로 단백질은 보통이에요"
636,맛있습니다,다른 맛 많이 먹어봤지만 초콜릿스무스정도가 제일 무난한 거 같습니다. 우유에 타먹으면 그냥 제티 그대로고 물에 타먹어도 마실만 합니다. 물론 200ml이상 먹으면 좀 힘들긴한데 그 이하라면 기분좋게ㅠ먹을듯 합니다,맛있습니다다른 맛 많이 먹어봤지만 초콜릿스무스정도가 제일 무난한 거 같습니다. 우유에 타먹으면 그냥 제티 그대로고 물에 타먹어도 마실만 합니다. 물론 200ml이상 먹으면 좀 힘들긴한데 그 이하라면 기분좋게ㅠ먹을듯 합니다
637,추천합니다!,"추천합니다.
    쉽게 섭취할 수 있고,
    운동도 열심히 하면서 섭취하니깐 근육량이 많이 늘어나는 느낌입니다.
    맛도 좋습니다.","추천합니다!추천합니다.
    쉽게 섭취할 수 있고,
    운동도 열심히 하면서 섭취하니깐 근육량이 많이 늘어나는 느낌입니다.
    맛도 좋습니다."
638,마이프로틴 후기,딸기크림 민트초코 2종류 사서 먹고있는데 맛있고 좋습니다. 그리고 물에타먹도 밍밍하지않아서 맛있게 먹고있습니다.,마이프로틴 후기딸기크림 민트초코 2종류 사서 먹고있는데 맛있고 좋습니다. 그리고 물에타먹도 밍밍하지않아서 맛있게 먹고있습니다.
639,임팩트 웨이 프로틴,개선점이 필요없을정도로 좋으며 맛이 너무 다양해서 좋았고 지금 먹고 있는 딸기맛은 정말 맛있네요 아쉬웠던 점은 맛이 다양한데 맛을 고를때 소량으로 구매해서 맛볼수있게 시스템이 되어있으면 좋겠습니다!!,임팩트 웨이 프로틴개선점이 필요없을정도로 좋으며 맛이 너무 다양해서 좋았고 지금 먹고 있는 딸기맛은 정말 맛있네요 아쉬웠던 점은 맛이 다양한데 맛을 고를때 소량으로 구매해서 맛볼수있게 시스템이 되어있으면 좋겠습니다!!
640,임팩트 웨이 프로틴,개선점이 필요없을정도로 좋으며 맛이 너무 다양해서 좋았고 지금 먹고 있는 딸기맛은 정말 맛있네요 아쉬웠던 점은 맛이 다양한데 맛을 고를때 소량으로 구매해서 맛볼수있게 시스템이 되어있으면 좋겠습니다!!,임팩트 웨이 프로틴개선점이 필요없을정도로 좋으며 맛이 너무 다양해서 좋았고 지금 먹고 있는 딸기맛은 정말 맛있네요 아쉬웠던 점은 맛이 다양한데 맛을 고를때 소량으로 구매해서 맛볼수있게 시스템이 되어있으면 좋겠습니다!!
641,다양한 맛으로 즐기기 좋은 단백질 쉐이크,"아침이나 저녁에 간단하게 단백질 섭취하기 좋은 것 같아요
    운동 끝나고 마실 때도 좋구요!
    최애 맛은 민트초코맛 ! 강력추천입니다 ㅎㅎ
    별로였던 맛은 다크초코, 바나나, 홋카이도밀크티 개인적으로 별로였어요ㅠㅠ","다양한 맛으로 즐기기 좋은 단백질 쉐이크아침이나 저녁에 간단하게 단백질 섭취하기 좋은 것 같아요
    운동 끝나고 마실 때도 좋구요!
    최애 맛은 민트초코맛 ! 강력추천입니다 ㅎㅎ
    별로였던 맛은 다크초코, 바나나, 홋카이도밀크티 개인적으로 별로였어요ㅠㅠ"
642,품질 좋은 단백질원,"하루 섭취해야 하는 단백질을 닭가슴살, 계란, 두부, 고기 등 식품으로만 채우기 너무 벅찬데 간단하게 음료로 단백질을 섭취할 수 있어서 바쁜 일상 중에 몸이 덜 바쁘고 음식을 많이 안 먹어도 되어서 속도 너무 편합니다. 특히 지방과 탄수화물 함량이 거의 없는 제품이라 저지방 저탄수화물에 신경쓰면서 체중조절하기에 매우 적합합니다. 근육증가, 근손실 방지 아니면 단순히 건강 유지 목적으로 단백질은 필수라 큰 용량 한 봉지 사서 매일 기본 1-2 스쿱 섭취하면 좋습니다. 또 무맛이 있어서 합성감미료에 민감한 저로서는 만족스럽습니다. 운동을 많이 하는 사람들에게는 매일 꼭 필요한 양식이 아닌가 싶습니다. =)","품질 좋은 단백질원하루 섭취해야 하는 단백질을 닭가슴살, 계란, 두부, 고기 등 식품으로만 채우기 너무 벅찬데 간단하게 음료로 단백질을 섭취할 수 있어서 바쁜 일상 중에 몸이 덜 바쁘고 음식을 많이 안 먹어도 되어서 속도 너무 편합니다. 특히 지방과 탄수화물 함량이 거의 없는 제품이라 저지방 저탄수화물에 신경쓰면서 체중조절하기에 매우 적합합니다. 근육증가, 근손실 방지 아니면 단순히 건강 유지 목적으로 단백질은 필수라 큰 용량 한 봉지 사서 매일 기본 1-2 스쿱 섭취하면 좋습니다. 또 무맛이 있어서 합성감미료에 민감한 저로서는 만족스럽습니다. 운동을 많이 하는 사람들에게는 매일 꼭 필요한 양식이 아닌가 싶습니다. =)"
643,리뷰,"초콜렛 스무스: 찌인한 초코 우유
    스트로베리 크림: 어엄청 달달한 딸기 우유. 가루 냄새만 맡아도 단내가 확 올라옴
    밀크티, 말차: 평소에 차 좋아하는데도 노맛","리뷰초콜렛 스무스: 찌인한 초코 우유
    스트로베리 크림: 어엄청 달달한 딸기 우유. 가루 냄새만 맡아도 단내가 확 올라옴
    밀크티, 말차: 평소에 차 좋아하는데도 노맛"
644,맛있고 좋아요,맛있고 좋아요. 다만 스푼을 잘 찾을 수 있는 방법이 있으면 좋겠네요,맛있고 좋아요맛있고 좋아요. 다만 스푼을 잘 찾을 수 있는 방법이 있으면 좋겠네요
645,만족스럽습니다,"맛도 기대이상이고 텁텁함도 심하지 않아요
    두고두고 잘 먹겠습니다","만족스럽습니다맛도 기대이상이고 텁텁함도 심하지 않아요
    두고두고 잘 먹겠습니다"
